city,state,month,count,diseaseWiseCount,diseaseWiseMonth
Hyderabad,Telangana,September 2024,23,0.0,0
Hyderabad,Telangana,September 2024,23,0.0,0
Hyderabad,Telangana,August 2024,63,0.0,0
Hyderabad,Telangana,August 2024,63,0.0,0
Hyderabad,Telangana,August 2024,63,0.0,0
Hyderabad,Telangana,August 2024,63,0.0,0
Hyderabad,Telangana,October 2024,0,0.0,0
Hyderabad,Telangana,October 2024,0,0.0,0
Hyderabad,Telangana,September 2024,0,0.0,0
Hyderabad,Telangana,September 2024,0,0.0,0
Hyderabad,Telangana,August 2024,3,0.0,0
Hyderabad,Telangana,August 2024,3,0.0,0
Sursand Pashchimi,Bihar,October 2024,0,0.0,0
Sursand Pashchimi,Bihar,September 2024,9,0.0,0
Sursand Pashchimi,Bihar,August 2024,0,0.0,0
Korba,Chhattisgarh,October 2024,327,0.0,0
Korba,Chhattisgarh,October 2024,327,0.0,0
Korba,Chhattisgarh,October 2024,327,0.0,0
Korba,Chhattisgarh,October 2024,327,0.0,0
Korba,Chhattisgarh,September 2024,399,0.0,0
Korba,Chhattisgarh,September 2024,399,0.0,0
Korba,Chhattisgarh,September 2024,399,0.0,0
Korba,Chhattisgarh,September 2024,399,0.0,0
Korba,Chhattisgarh,August 2024,376,0.0,0
Korba,Chhattisgarh,August 2024,376,0.0,0
Korba,Chhattisgarh,August 2024,376,0.0,0
Korba,Chhattisgarh,August 2024,376,0.0,0
Vellore,Tamil Nadu,October 2024,3,0.0,0
Vellore,Tamil Nadu,October 2024,3,0.0,0
Vellore,Tamil Nadu,October 2024,3,0.0,0
Vellore,Tamil Nadu,September 2024,4,0.0,0
Vellore,Tamil Nadu,September 2024,4,0.0,0
Vellore,Tamil Nadu,September 2024,4,0.0,0
Vellore,Tamil Nadu,August 2024,18,0.0,0
Vellore,Tamil Nadu,August 2024,18,0.0,0
Vellore,Tamil Nadu,August 2024,18,0.0,0
Chennai,Tamil Nadu,October 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,0,0.0,0
Chennai,Tamil Nadu,September 2024,3,0.0,0
Chennai,Tamil Nadu,September 2024,3,0.0,0
Chennai,Tamil Nadu,September 2024,3,0.0,0
Chennai,Tamil Nadu,August 2024,3,0.0,0
Chennai,Tamil Nadu,August 2024,3,0.0,0
Chennai,Tamil Nadu,August 2024,3,0.0,0
Hyderabad,Telangana,October 2024,1,0.0,0
Hyderabad,Telangana,October 2024,1,0.0,0
Hyderabad,Telangana,October 2024,1,0.0,0
Hyderabad,Telangana,September 2024,5,0.0,0
Hyderabad,Telangana,September 2024,5,0.0,0
Hyderabad,Telangana,September 2024,5,0.0,0
Hyderabad,Telangana,August 2024,22,0.0,0
Hyderabad,Telangana,August 2024,22,0.0,0
Hyderabad,Telangana,August 2024,22,0.0,0
Morbi,Gujarat,October 2024,194,0.0,0
Morbi,Gujarat,October 2024,194,0.0,0
Morbi,Gujarat,October 2024,194,0.0,0
Morbi,Gujarat,October 2024,194,0.0,0
Morbi,Gujarat,September 2024,250,0.0,0
Morbi,Gujarat,September 2024,250,0.0,0
Morbi,Gujarat,September 2024,250,0.0,0
Morbi,Gujarat,September 2024,250,0.0,0
Morbi,Gujarat,August 2024,302,0.0,0
Morbi,Gujarat,August 2024,302,0.0,0
Morbi,Gujarat,August 2024,302,0.0,0
Morbi,Gujarat,August 2024,302,0.0,0
Pune,Maharashtra,October 2024,0,0.0,0
Pune,Maharashtra,September 2024,0,0.0,0
Pune,Maharashtra,August 2024,0,0.0,0
Puducherry,Puducherry,October 2024,0,0.0,0
Puducherry,Puducherry,September 2024,0,0.0,0
Puducherry,Puducherry,August 2024,1,0.0,0
"NE 3, India","NE 3, India",October 2024,116,0.0,0
"NE 3, India","NE 3, India",October 2024,116,0.0,0
"NE 3, India","NE 3, India",October 2024,116,0.0,0
"NE 3, India","NE 3, India",October 2024,116,0.0,0
"NE 3, India","NE 3, India",September 2024,50,0.0,0
"NE 3, India","NE 3, India",September 2024,50,0.0,0
"NE 3, India","NE 3, India",September 2024,50,0.0,0
"NE 3, India","NE 3, India",September 2024,50,0.0,0
"NE 3, India","NE 3, India",August 2024,64,0.0,0
"NE 3, India","NE 3, India",August 2024,64,0.0,0
"NE 3, India","NE 3, India",August 2024,64,0.0,0
"NE 3, India","NE 3, India",August 2024,64,0.0,0
Chennai,Tamil Nadu,October 2024,19,0.0,0
Chennai,Tamil Nadu,October 2024,19,0.0,0
Chennai,Tamil Nadu,October 2024,19,0.0,0
Chennai,Tamil Nadu,October 2024,19,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,October 2024,8,0.0,0
Chennai,Tamil Nadu,October 2024,8,0.0,0
Chennai,Tamil Nadu,October 2024,8,0.0,0
Chennai,Tamil Nadu,October 2024,8,0.0,0
Chennai,Tamil Nadu,September 2024,6,0.0,0
Chennai,Tamil Nadu,September 2024,6,0.0,0
Chennai,Tamil Nadu,September 2024,6,0.0,0
Chennai,Tamil Nadu,September 2024,6,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,October 2024,75,0.0,0
Chennai,Tamil Nadu,October 2024,75,0.0,0
Chennai,Tamil Nadu,October 2024,75,0.0,0
Chennai,Tamil Nadu,September 2024,87,0.0,0
Chennai,Tamil Nadu,September 2024,87,0.0,0
Chennai,Tamil Nadu,September 2024,87,0.0,0
Chennai,Tamil Nadu,August 2024,89,0.0,0
Chennai,Tamil Nadu,August 2024,89,0.0,0
Chennai,Tamil Nadu,August 2024,89,0.0,0
Chennai,Tamil Nadu,October 2024,24,0.0,0
Chennai,Tamil Nadu,October 2024,24,0.0,0
Chennai,Tamil Nadu,October 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,19,0.0,0
Chennai,Tamil Nadu,September 2024,19,0.0,0
Chennai,Tamil Nadu,September 2024,19,0.0,0
Chennai,Tamil Nadu,August 2024,22,0.0,0
Chennai,Tamil Nadu,August 2024,22,0.0,0
Chennai,Tamil Nadu,August 2024,22,0.0,0
Kondapur,Telangana,October 2024,6,0.0,0
Kondapur,Telangana,October 2024,6,0.0,0
Kondapur,Telangana,October 2024,6,0.0,0
Kondapur,Telangana,September 2024,76,0.0,0
Kondapur,Telangana,September 2024,76,0.0,0
Kondapur,Telangana,September 2024,76,0.0,0
Kondapur,Telangana,August 2024,56,0.0,0
Kondapur,Telangana,August 2024,56,0.0,0
Kondapur,Telangana,August 2024,56,0.0,0
Chennai,Tamil Nadu,October 2024,9,0.0,0
Chennai,Tamil Nadu,October 2024,9,0.0,0
Chennai,Tamil Nadu,September 2024,4,0.0,0
Chennai,Tamil Nadu,September 2024,4,0.0,0
Chennai,Tamil Nadu,August 2024,0,0.0,0
Chennai,Tamil Nadu,August 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,0,0.0,0
Chennai,Tamil Nadu,September 2024,0,0.0,0
Chennai,Tamil Nadu,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,206,0.0,0
Bengaluru,Karnataka,October 2024,206,0.0,0
Bengaluru,Karnataka,October 2024,206,0.0,0
Bengaluru,Karnataka,October 2024,206,0.0,0
Bengaluru,Karnataka,September 2024,614,0.0,0
Bengaluru,Karnataka,September 2024,614,0.0,0
Bengaluru,Karnataka,September 2024,614,0.0,0
Bengaluru,Karnataka,September 2024,614,0.0,0
Bengaluru,Karnataka,August 2024,101,0.0,0
Bengaluru,Karnataka,August 2024,101,0.0,0
Bengaluru,Karnataka,August 2024,101,0.0,0
Bengaluru,Karnataka,August 2024,101,0.0,0
Hassan,Karnataka,October 2024,63,0.0,0
Hassan,Karnataka,October 2024,63,0.0,0
Hassan,Karnataka,October 2024,63,0.0,0
Hassan,Karnataka,September 2024,144,0.0,0
Hassan,Karnataka,September 2024,144,0.0,0
Hassan,Karnataka,September 2024,144,0.0,0
Hassan,Karnataka,August 2024,77,0.0,0
Hassan,Karnataka,August 2024,77,0.0,0
Hassan,Karnataka,August 2024,77,0.0,0
Tenkasi,Tamil Nadu,October 2024,46,0.0,0
Tenkasi,Tamil Nadu,October 2024,46,0.0,0
Tenkasi,Tamil Nadu,October 2024,46,0.0,0
Tenkasi,Tamil Nadu,September 2024,5,0.0,0
Tenkasi,Tamil Nadu,September 2024,5,0.0,0
Tenkasi,Tamil Nadu,September 2024,5,0.0,0
Tenkasi,Tamil Nadu,August 2024,14,0.0,0
Tenkasi,Tamil Nadu,August 2024,14,0.0,0
Tenkasi,Tamil Nadu,August 2024,14,0.0,0
Thiruvananthapuram,Kerala,October 2024,0,0.0,0
Thiruvananthapuram,Kerala,September 2024,0,0.0,0
Thiruvananthapuram,Kerala,August 2024,0,0.0,0
Agampur,Punjab,October 2024,34,0.0,0
Agampur,Punjab,October 2024,34,0.0,0
Agampur,Punjab,October 2024,34,0.0,0
Agampur,Punjab,September 2024,20,0.0,0
Agampur,Punjab,September 2024,20,0.0,0
Agampur,Punjab,September 2024,20,0.0,0
Agampur,Punjab,August 2024,72,0.0,0
Agampur,Punjab,August 2024,72,0.0,0
Agampur,Punjab,August 2024,72,0.0,0
Avalahalli,Karnataka,October 2024,0,0.0,0
Avalahalli,Karnataka,October 2024,0,0.0,0
Avalahalli,Karnataka,September 2024,21,0.0,0
Avalahalli,Karnataka,September 2024,21,0.0,0
Avalahalli,Karnataka,August 2024,10,0.0,0
Avalahalli,Karnataka,August 2024,10,0.0,0
Gandhigramam,Tamil Nadu,October 2024,179,0.0,0
Gandhigramam,Tamil Nadu,October 2024,179,0.0,0
Gandhigramam,Tamil Nadu,October 2024,179,0.0,0
Gandhigramam,Tamil Nadu,October 2024,179,0.0,0
Gandhigramam,Tamil Nadu,September 2024,87,0.0,0
Gandhigramam,Tamil Nadu,September 2024,87,0.0,0
Gandhigramam,Tamil Nadu,September 2024,87,0.0,0
Gandhigramam,Tamil Nadu,September 2024,87,0.0,0
Gandhigramam,Tamil Nadu,August 2024,245,0.0,0
Gandhigramam,Tamil Nadu,August 2024,245,0.0,0
Gandhigramam,Tamil Nadu,August 2024,245,0.0,0
Gandhigramam,Tamil Nadu,August 2024,245,0.0,0
Bengaluru,Karnataka,October 2024,4,0.0,0
Bengaluru,Karnataka,October 2024,4,0.0,0
Bengaluru,Karnataka,October 2024,4,0.0,0
Bengaluru,Karnataka,October 2024,4,0.0,0
Bengaluru,Karnataka,September 2024,25,0.0,0
Bengaluru,Karnataka,September 2024,25,0.0,0
Bengaluru,Karnataka,September 2024,25,0.0,0
Bengaluru,Karnataka,September 2024,25,0.0,0
Bengaluru,Karnataka,August 2024,518,0.0,0
Bengaluru,Karnataka,August 2024,518,0.0,0
Bengaluru,Karnataka,August 2024,518,0.0,0
Bengaluru,Karnataka,August 2024,518,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,October 2024,4,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,October 2024,4,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,September 2024,0,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,September 2024,0,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,August 2024,4,0.0,0
Chhatrapati Sambhaji Nagar,Maharashtra,August 2024,4,0.0,0
Rajkot,Gujarat,October 2024,6,0.0,0
Rajkot,Gujarat,October 2024,6,0.0,0
Rajkot,Gujarat,October 2024,6,0.0,0
Rajkot,Gujarat,September 2024,30,0.0,0
Rajkot,Gujarat,September 2024,30,0.0,0
Rajkot,Gujarat,September 2024,30,0.0,0
Rajkot,Gujarat,August 2024,5,0.0,0
Rajkot,Gujarat,August 2024,5,0.0,0
Rajkot,Gujarat,August 2024,5,0.0,0
Vadodara,Gujarat,October 2024,21,0.0,0
Vadodara,Gujarat,October 2024,21,0.0,0
Vadodara,Gujarat,October 2024,21,0.0,0
Vadodara,Gujarat,October 2024,21,0.0,0
Vadodara,Gujarat,September 2024,36,0.0,0
Vadodara,Gujarat,September 2024,36,0.0,0
Vadodara,Gujarat,September 2024,36,0.0,0
Vadodara,Gujarat,September 2024,36,0.0,0
Vadodara,Gujarat,August 2024,13,0.0,0
Vadodara,Gujarat,August 2024,13,0.0,0
Vadodara,Gujarat,August 2024,13,0.0,0
Vadodara,Gujarat,August 2024,13,0.0,0
Jaipur,Rajasthan,October 2024,0,0.0,0
Jaipur,Rajasthan,October 2024,0,0.0,0
Jaipur,Rajasthan,September 2024,0,0.0,0
Jaipur,Rajasthan,September 2024,0,0.0,0
Jaipur,Rajasthan,August 2024,1,0.0,0
Jaipur,Rajasthan,August 2024,1,0.0,0
Ranipet,Tamil Nadu,October 2024,15,0.0,0
Ranipet,Tamil Nadu,October 2024,15,0.0,0
Ranipet,Tamil Nadu,October 2024,15,0.0,0
Ranipet,Tamil Nadu,September 2024,5,0.0,0
Ranipet,Tamil Nadu,September 2024,5,0.0,0
Ranipet,Tamil Nadu,September 2024,5,0.0,0
Ranipet,Tamil Nadu,August 2024,9,0.0,0
Ranipet,Tamil Nadu,August 2024,9,0.0,0
Ranipet,Tamil Nadu,August 2024,9,0.0,0
Madurai,Tamil Nadu,October 2024,8,0.0,0
Madurai,Tamil Nadu,October 2024,8,0.0,0
Madurai,Tamil Nadu,October 2024,8,0.0,0
Madurai,Tamil Nadu,October 2024,8,0.0,0
Madurai,Tamil Nadu,September 2024,186,0.0,0
Madurai,Tamil Nadu,September 2024,186,0.0,0
Madurai,Tamil Nadu,September 2024,186,0.0,0
Madurai,Tamil Nadu,September 2024,186,0.0,0
Madurai,Tamil Nadu,August 2024,808,0.0,0
Madurai,Tamil Nadu,August 2024,808,0.0,0
Madurai,Tamil Nadu,August 2024,808,0.0,0
Madurai,Tamil Nadu,August 2024,808,0.0,0
Jamshedpur,Jharkhand,October 2024,0,0.0,0
Jamshedpur,Jharkhand,October 2024,0,0.0,0
Jamshedpur,Jharkhand,September 2024,16,0.0,0
Jamshedpur,Jharkhand,September 2024,16,0.0,0
Jamshedpur,Jharkhand,August 2024,19,0.0,0
Jamshedpur,Jharkhand,August 2024,19,0.0,0
Coimbatore,Tamil Nadu,October 2024,1,0.0,0
Coimbatore,Tamil Nadu,October 2024,1,0.0,0
Coimbatore,Tamil Nadu,September 2024,10,0.0,0
Coimbatore,Tamil Nadu,September 2024,10,0.0,0
Coimbatore,Tamil Nadu,August 2024,0,0.0,0
Coimbatore,Tamil Nadu,August 2024,0,0.0,0
Chidambaram,Tamil Nadu,October 2024,213,0.0,0
Chidambaram,Tamil Nadu,October 2024,213,0.0,0
Chidambaram,Tamil Nadu,October 2024,213,0.0,0
Chidambaram,Tamil Nadu,September 2024,302,0.0,0
Chidambaram,Tamil Nadu,September 2024,302,0.0,0
Chidambaram,Tamil Nadu,September 2024,302,0.0,0
Chidambaram,Tamil Nadu,August 2024,6,0.0,0
Chidambaram,Tamil Nadu,August 2024,6,0.0,0
Chidambaram,Tamil Nadu,August 2024,6,0.0,0
Udaipur,Rajasthan,October 2024,50,0.0,0
Udaipur,Rajasthan,October 2024,50,0.0,0
Udaipur,Rajasthan,October 2024,50,0.0,0
Udaipur,Rajasthan,October 2024,50,0.0,0
Udaipur,Rajasthan,September 2024,25,0.0,0
Udaipur,Rajasthan,September 2024,25,0.0,0
Udaipur,Rajasthan,September 2024,25,0.0,0
Udaipur,Rajasthan,September 2024,25,0.0,0
Udaipur,Rajasthan,August 2024,6,0.0,0
Udaipur,Rajasthan,August 2024,6,0.0,0
Udaipur,Rajasthan,August 2024,6,0.0,0
Udaipur,Rajasthan,August 2024,6,0.0,0
Mumbai,Maharashtra,October 2024,0,0.0,0
Mumbai,Maharashtra,September 2024,0,0.0,0
Mumbai,Maharashtra,August 2024,0,0.0,0
Salem,Tamil Nadu,October 2024,0,0.0,0
Salem,Tamil Nadu,September 2024,0,0.0,0
Salem,Tamil Nadu,August 2024,0,0.0,0
Jaipur,Rajasthan,October 2024,416,0.0,0
Jaipur,Rajasthan,October 2024,416,0.0,0
Jaipur,Rajasthan,October 2024,416,0.0,0
Jaipur,Rajasthan,October 2024,416,0.0,0
Jaipur,Rajasthan,September 2024,527,0.0,0
Jaipur,Rajasthan,September 2024,527,0.0,0
Jaipur,Rajasthan,September 2024,527,0.0,0
Jaipur,Rajasthan,September 2024,527,0.0,0
Jaipur,Rajasthan,August 2024,500,0.0,0
Jaipur,Rajasthan,August 2024,500,0.0,0
Jaipur,Rajasthan,August 2024,500,0.0,0
Jaipur,Rajasthan,August 2024,500,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,October 2024,13,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,October 2024,13,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,October 2024,13,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,October 2024,13,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,September 2024,7,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,September 2024,7,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,September 2024,7,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,September 2024,7,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,August 2024,105,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,August 2024,105,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,August 2024,105,0.0,0
"Razole, Andhra Pradesh, India",Andhra Pradesh,August 2024,105,0.0,0
Baramati,Maharashtra,October 2024,13,0.0,0
Baramati,Maharashtra,October 2024,13,0.0,0
Baramati,Maharashtra,October 2024,13,0.0,0
Baramati,Maharashtra,October 2024,13,0.0,0
Baramati,Maharashtra,September 2024,93,0.0,0
Baramati,Maharashtra,September 2024,93,0.0,0
Baramati,Maharashtra,September 2024,93,0.0,0
Baramati,Maharashtra,September 2024,93,0.0,0
Baramati,Maharashtra,August 2024,158,0.0,0
Baramati,Maharashtra,August 2024,158,0.0,0
Baramati,Maharashtra,August 2024,158,0.0,0
Baramati,Maharashtra,August 2024,158,0.0,0
Bhavnagar,Gujarat,October 2024,36,0.0,0
Bhavnagar,Gujarat,October 2024,36,0.0,0
Bhavnagar,Gujarat,October 2024,36,0.0,0
Bhavnagar,Gujarat,October 2024,36,0.0,0
Bhavnagar,Gujarat,September 2024,412,0.0,0
Bhavnagar,Gujarat,September 2024,412,0.0,0
Bhavnagar,Gujarat,September 2024,412,0.0,0
Bhavnagar,Gujarat,September 2024,412,0.0,0
Bhavnagar,Gujarat,August 2024,872,0.0,0
Bhavnagar,Gujarat,August 2024,872,0.0,0
Bhavnagar,Gujarat,August 2024,872,0.0,0
Bhavnagar,Gujarat,August 2024,872,0.0,0
Dubai,Dubai,October 2024,0,0.0,0
Dubai,Dubai,September 2024,0,0.0,0
Dubai,Dubai,August 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,1,0.0,0
Chennai,Tamil Nadu,October 2024,1,0.0,0
Chennai,Tamil Nadu,October 2024,1,0.0,0
Chennai,Tamil Nadu,October 2024,1,0.0,0
Chennai,Tamil Nadu,September 2024,86,0.0,0
Chennai,Tamil Nadu,September 2024,86,0.0,0
Chennai,Tamil Nadu,September 2024,86,0.0,0
Chennai,Tamil Nadu,September 2024,86,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,24,0.0,0
Avadi,Tamil Nadu,October 2024,0,0.0,0
Avadi,Tamil Nadu,October 2024,0,0.0,0
Avadi,Tamil Nadu,September 2024,1885,0.0,0
Avadi,Tamil Nadu,September 2024,1885,0.0,0
Avadi,Tamil Nadu,August 2024,544,0.0,0
Avadi,Tamil Nadu,August 2024,544,0.0,0
Kanpur,Uttar Pradesh,October 2024,7,0.0,0
Kanpur,Uttar Pradesh,October 2024,7,0.0,0
Kanpur,Uttar Pradesh,October 2024,7,0.0,0
Kanpur,Uttar Pradesh,September 2024,12,0.0,0
Kanpur,Uttar Pradesh,September 2024,12,0.0,0
Kanpur,Uttar Pradesh,September 2024,12,0.0,0
Kanpur,Uttar Pradesh,August 2024,109,0.0,0
Kanpur,Uttar Pradesh,August 2024,109,0.0,0
Kanpur,Uttar Pradesh,August 2024,109,0.0,0
Meerpet,Telangana,October 2024,16,0.0,0
Meerpet,Telangana,October 2024,16,0.0,0
Meerpet,Telangana,October 2024,16,0.0,0
Meerpet,Telangana,September 2024,29,0.0,0
Meerpet,Telangana,September 2024,29,0.0,0
Meerpet,Telangana,September 2024,29,0.0,0
Meerpet,Telangana,August 2024,9,0.0,0
Meerpet,Telangana,August 2024,9,0.0,0
Meerpet,Telangana,August 2024,9,0.0,0
Bengaluru,Karnataka,October 2024,45,0.0,0
Bengaluru,Karnataka,October 2024,45,0.0,0
Bengaluru,Karnataka,October 2024,45,0.0,0
Bengaluru,Karnataka,September 2024,115,0.0,0
Bengaluru,Karnataka,September 2024,115,0.0,0
Bengaluru,Karnataka,September 2024,115,0.0,0
Bengaluru,Karnataka,August 2024,399,0.0,0
Bengaluru,Karnataka,August 2024,399,0.0,0
Bengaluru,Karnataka,August 2024,399,0.0,0
Srinagar,Srinagar,October 2024,52,0.0,0
Srinagar,Srinagar,October 2024,52,0.0,0
Srinagar,Srinagar,October 2024,52,0.0,0
Srinagar,Srinagar,September 2024,77,0.0,0
Srinagar,Srinagar,September 2024,77,0.0,0
Srinagar,Srinagar,September 2024,77,0.0,0
Srinagar,Srinagar,August 2024,84,0.0,0
Srinagar,Srinagar,August 2024,84,0.0,0
Srinagar,Srinagar,August 2024,84,0.0,0
Gurugram,Haryana,October 2024,114,0.0,0
Gurugram,Haryana,October 2024,114,0.0,0
Gurugram,Haryana,October 2024,114,0.0,0
Gurugram,Haryana,September 2024,2,0.0,0
Gurugram,Haryana,September 2024,2,0.0,0
Gurugram,Haryana,September 2024,2,0.0,0
Gurugram,Haryana,August 2024,2,0.0,0
Gurugram,Haryana,August 2024,2,0.0,0
Gurugram,Haryana,August 2024,2,0.0,0
Visakhapatnam,Andhra Pradesh,October 2024,2,0.0,0
Visakhapatnam,Andhra Pradesh,October 2024,2,0.0,0
Visakhapatnam,Andhra Pradesh,October 2024,2,0.0,0
Visakhapatnam,Andhra Pradesh,September 2024,28,0.0,0
Visakhapatnam,Andhra Pradesh,September 2024,28,0.0,0
Visakhapatnam,Andhra Pradesh,September 2024,28,0.0,0
Visakhapatnam,Andhra Pradesh,August 2024,13,0.0,0
Visakhapatnam,Andhra Pradesh,August 2024,13,0.0,0
Visakhapatnam,Andhra Pradesh,August 2024,13,0.0,0
Ahmedabad,Gujarat,October 2024,2,0.0,0
Ahmedabad,Gujarat,October 2024,2,0.0,0
Ahmedabad,Gujarat,October 2024,2,0.0,0
Ahmedabad,Gujarat,September 2024,11,0.0,0
Ahmedabad,Gujarat,September 2024,11,0.0,0
Ahmedabad,Gujarat,September 2024,11,0.0,0
Ahmedabad,Gujarat,August 2024,6,0.0,0
Ahmedabad,Gujarat,August 2024,6,0.0,0
Ahmedabad,Gujarat,August 2024,6,0.0,0
Ghaziabad,Uttar Pradesh,October 2024,0,0.0,0
Ghaziabad,Uttar Pradesh,September 2024,0,0.0,0
Ghaziabad,Uttar Pradesh,August 2024,0,0.0,0
Salem,Tamil Nadu,October 2024,0,0.0,0
Salem,Tamil Nadu,September 2024,3,0.0,0
Salem,Tamil Nadu,August 2024,0,0.0,0
Sadashivpet,Telangana,October 2024,123,0.0,0
Sadashivpet,Telangana,October 2024,123,0.0,0
Sadashivpet,Telangana,September 2024,45,0.0,0
Sadashivpet,Telangana,September 2024,45,0.0,0
Sadashivpet,Telangana,August 2024,0,0.0,0
Sadashivpet,Telangana,August 2024,0,0.0,0
Palakollu,Andhra Pradesh,October 2024,64,0.0,0
Palakollu,Andhra Pradesh,October 2024,64,0.0,0
Palakollu,Andhra Pradesh,October 2024,64,0.0,0
Palakollu,Andhra Pradesh,September 2024,103,0.0,0
Palakollu,Andhra Pradesh,September 2024,103,0.0,0
Palakollu,Andhra Pradesh,September 2024,103,0.0,0
Palakollu,Andhra Pradesh,August 2024,21,0.0,0
Palakollu,Andhra Pradesh,August 2024,21,0.0,0
Palakollu,Andhra Pradesh,August 2024,21,0.0,0
Palakollu,Andhra Pradesh,October 2024,0,0.0,0
Palakollu,Andhra Pradesh,September 2024,0,0.0,0
Palakollu,Andhra Pradesh,August 2024,0,0.0,0
Gargoti,Maharashtra,October 2024,2,0.0,0
Gargoti,Maharashtra,October 2024,2,0.0,0
Gargoti,Maharashtra,October 2024,2,0.0,0
Gargoti,Maharashtra,September 2024,7,0.0,0
Gargoti,Maharashtra,September 2024,7,0.0,0
Gargoti,Maharashtra,September 2024,7,0.0,0
Gargoti,Maharashtra,August 2024,5,0.0,0
Gargoti,Maharashtra,August 2024,5,0.0,0
Gargoti,Maharashtra,August 2024,5,0.0,0
Delhi,Delhi,October 2024,620,0.0,0
Delhi,Delhi,October 2024,620,0.0,0
Delhi,Delhi,September 2024,126,0.0,0
Delhi,Delhi,September 2024,126,0.0,0
Delhi,Delhi,August 2024,0,0.0,0
Delhi,Delhi,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,6,0.0,0
Bengaluru,Karnataka,October 2024,6,0.0,0
Bengaluru,Karnataka,September 2024,14,0.0,0
Bengaluru,Karnataka,September 2024,14,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,0,0.0,0
Bengaluru,Karnataka,September 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Nellore,Andhra Pradesh,October 2024,101,0.0,0
Nellore,Andhra Pradesh,October 2024,101,0.0,0
Nellore,Andhra Pradesh,September 2024,131,0.0,0
Nellore,Andhra Pradesh,September 2024,131,0.0,0
Nellore,Andhra Pradesh,August 2024,0,0.0,0
Nellore,Andhra Pradesh,August 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,20,0.0,0
Chennai,Tamil Nadu,October 2024,20,0.0,0
Chennai,Tamil Nadu,October 2024,20,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,September 2024,24,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Chennai,Tamil Nadu,August 2024,13,0.0,0
Rajkot,Gujarat,October 2024,185,0.0,0
Rajkot,Gujarat,October 2024,185,0.0,0
Rajkot,Gujarat,September 2024,45,0.0,0
Rajkot,Gujarat,September 2024,45,0.0,0
Rajkot,Gujarat,August 2024,0,0.0,0
Rajkot,Gujarat,August 2024,0,0.0,0
Rajkot,Gujarat,October 2024,0,0.0,0
Rajkot,Gujarat,September 2024,0,0.0,0
Rajkot,Gujarat,August 2024,0,0.0,0
Pakur,Jharkhand,October 2024,53,0.0,0
Pakur,Jharkhand,October 2024,53,0.0,0
Pakur,Jharkhand,September 2024,86,0.0,0
Pakur,Jharkhand,September 2024,86,0.0,0
Pakur,Jharkhand,August 2024,0,0.0,0
Pakur,Jharkhand,August 2024,0,0.0,0
